Protein_id,Protein_description,Gene_name,hrp_1,hrp_2,h2o2_1,h2o2_2,t4_1,t4_2,t5_1,t5_2,signal_ratio,fp,tp,tpr,fpr,tpr_fpr,fdr
3027,"Keratin, type I cytoskeletal 14",;KRT12;KRT14;Krt16;Krt18;Krt19;KRT19;Krt20;KRT222;KRT25;KRT26;KRT28;Krt31;KRT32;KRT35;KRT36;KRT37;KRT38,6.4486,5.9232,6.0583,5.8968,5.3592,5.6569,6.2182,6.0929,0.2950000000000008,0,0,0.13211382113821138,0.040123456790123455,0.09199036434808792,0.02280701754385965
FBgn0004648,"Carboxypeptidase D;Carboxypeptidase D, Isoform 5;Silver, isoform N",svr,6.3012,5.8939,5.9487,5.8614,5.9716,5.961,6.1888,6.1684,0.2948999999999993,0,1,0.13414634146341464,0.040123456790123455,0.09402288467329119,0.02280701754385965
FBgn0019624,"Cytochrome c oxidase polypeptide Va;Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,7.0893,6.6413,6.752,6.576,6.784,6.7982,6.9361,7.1307,0.2947999999999995,1,0,0.13414634146341464,0.041666666666666664,0.09247967479674798,0.02368421052631579
2177,Peptide receptor GPCR;CNMamide receptor,;CNMaR,5.9257,6.578,5.0614,6.6264,6.6429,6.6383,6.8723,6.7875,0.2942999999999998,0,0,0.13414634146341464,0.041666666666666664,0.09247967479674798,0.02368421052631579
2931,LD02690p,Dmel\CG8155,5.8474,5.93,6.0332,5.9978,5.9881,5.988,6.2238,6.076,0.29380000000000006,0,0,0.13414634146341464,0.041666666666666664,0.09247967479674798,0.02368421052631579
2740,MAP kinase-activating death domain protein;MAP kinase-activating death domain protein;MAP kinase-activating death domain protein;MAP kinase-activating death domain protein;MAP kinase-activating death domain protein;MAP kinase-activating death domain protein;MAP kinase-activating death domain protein,Rab3-GEF;rab3-GEF-RB,5.9805,6.003,6.0306,6.0813,6.1091,6.1989,6.2964,6.2585,0.2934000000000001,0,0,0.13414634146341464,0.041666666666666664,0.09247967479674798,0.02368421052631579
3682,"Dpr-interacting protein kappa, isoform A;Dpr-interacting protein kappa, isoform B",DIP-kappa,5.3656,5.4228,5.4227,5.3132,5.2725,5.3476,5.7156,5.4381,0.2928000000000006,0,0,0.13414634146341464,0.041666666666666664,0.09247967479674798,0.02368421052631579
3317,Uncharacterized protein;RE60459p,;CG42232;clone 1.14,5.7637,5.6432,5.5541,5.7224,5.7425,5.6962,5.9358,6.1138,0.2926000000000002,0,0,0.13414634146341464,0.041666666666666664,0.09247967479674798,0.02368421052631579
FBgn0003612,"Suppressor of variegation 2-10, isoform K;Suppressor of variegation 2-10, isoform J;Suppressor of variegation 2-10, isoform L;Suppressor of variegation 2-10, isoform M;Suppressor of variegation 2-10, isoform N;Suppressor of variegation 2-10, isoform I;Suppressor of variegation 2-10, isoform H;Suppressor of variegation 2-10, isoform G;Suppressor of variegation 2-10, isoform C;Suppressor of variegation 2-10, isoform B;MIP09475p;RE55465p;Suppressor of variegation 2-10, isoform A;RE73180p;LD27861p",Su(var)2-10;Su(var)2-10-RG;Su(var)2-10-RI,6.5416,6.3729,6.4536,6.421,6.3326,6.3224,6.6654,6.6753,0.2925000000000004,1,0,0.13414634146341464,0.043209876543209874,0.09093646492020477,0.02456140350877193
FBgn0051195,MIP05539p,Dmel\CG31195,7.3235,7.1421,7.1131,7.1086,7.3643,7.3373,7.4346,7.3245,0.29249999999999954,0,1,0.13617886178861788,0.043209876543209874,0.092968985245408,0.02456140350877193
1088,Kinesin-like protein;Kinesin-like protein;Kinesin-like protein;Kinesin-like protein;Kinesin-like protein,Klp54D,7.6016,7.0143,7.0602,6.9745,6.1318,6.5861,7.3067,7.2868,0.29239999999999977,0,0,0.13617886178861788,0.043209876543209874,0.092968985245408,0.02456140350877193
FBgn0033590,RE32413p,Dmel\CG13217,6.4053,6.4088,6.6139,6.4532,6.5051,6.6522,6.7011,6.5654,0.2923,0,0,0.13617886178861788,0.043209876543209874,0.092968985245408,0.02456140350877193
FBgn0033029,"CCR4-NOT transcription complex subunit 3, isoform A",Not3,6.5204,6.6735,6.6264,6.8633,6.809,6.852,6.9658,6.6873,0.2923,1,0,0.13617886178861788,0.044753086419753084,0.09142577536886479,0.02543859649122807
3342,GEO08160p1 (Fragment);Vacuolar ATPase assembly integral membrane protein VMA21 homolog,;CG5969,5.5985,5.6161,5.6597,5.7998,5.7981,5.7503,5.9081,5.8711,0.2919999999999998,0,0,0.13617886178861788,0.044753086419753084,0.09142577536886479,0.02543859649122807
FBgn0035253,"Serine-arginine repetitive matrix 2/3/4, isoform F;Serine-arginine repetitive matrix 2/3/4, isoform A;SD07741p;Serine-arginine repetitive matrix 2/3/4, isoform C",Srrm234,7.4369,6.8707,7.138,7.013,6.6604,6.6081,7.1626,7.4009,0.29190000000000005,0,0,0.13617886178861788,0.044753086419753084,0.09142577536886479,0.02543859649122807
2209,GH10729p;IP21853p,CG4462;Dmel\CG4462,6.3412,6.3307,6.3175,6.3208,6.2205,6.2845,6.6224,6.5822,0.2916999999999996,0,0,0.13617886178861788,0.044753086419753084,0.09142577536886479,0.02543859649122807
3817,FI07760p (Fragment);GH20028p;Uncharacterized protein,;CG6204;GH20028p,5.3209,4.9983,4.9934,5.0914,4.742,4.8562,5.2899,5.2967,0.29159999999999986,0,0,0.13617886178861788,0.044753086419753084,0.09142577536886479,0.02543859649122807
2903,"Sprouty-related protein with EVH-1 domain, isoform C;SD10629p",Spred,6.214,5.8977,5.7425,5.9399,5.9327,5.9553,6.1891,6.3097,0.29139999999999944,0,0,0.13617886178861788,0.044753086419753084,0.09142577536886479,0.02543859649122807
3233,GH23156p,ICA69,6.1876,5.6984,5.8473,5.6658,5.577,5.6321,5.9895,6.0983,0.29109999999999925,0,0,0.13617886178861788,0.044753086419753084,0.09142577536886479,0.02543859649122807
FBgn0031016,"Kekkon5;Kekkon 5, isoform A",kek5,5.9481,5.8874,5.9463,5.8229,6.2614,6.2718,6.1777,6.1777,0.29029999999999934,0,1,0.13821138211382114,0.044753086419753084,0.09345829569406805,0.02543859649122807
FBgn0039904,"Host cell factor;Host cell factor, Isoform F",Hcf,6.8725,6.8394,6.7458,7.0706,7.1641,7.1749,7.1294,7.0584,0.29000000000000004,1,0,0.13821138211382114,0.046296296296296294,0.09191508581752485,0.02631578947368421
3150,Protein yippee-like;Protein yippee-like;Protein yippee,Yippee;Yippee-RA,6.1989,5.7902,5.8429,5.8409,5.6686,5.7155,6.0796,6.0147,0.28940000000000055,0,0,0.13821138211382114,0.046296296296296294,0.09191508581752485,0.02631578947368421
3655,Alpha-MPP,CG8728-RA,5.7885,5.3684,5.6168,5.1961,5.3046,5.3382,5.657,5.4205,0.28859999999999975,0,0,0.13821138211382114,0.046296296296296294,0.09191508581752485,0.02631578947368421
FBgn0032938,"IP16294p;Uncharacterized protein, isoform D;Uncharacterized protein, isoform F;Uncharacterized protein, isoform E;RE17452p;Uncharacterized protein, isoform A",anon-WO0118547.182;Dmel\CG8671,5.8972,6.0187,6.0279,6.0136,5.9935,6.0196,6.3069,6.0729,0.2881999999999998,0,0,0.13821138211382114,0.046296296296296294,0.09191508581752485,0.02631578947368421
FBgn0034433,"Endophilin B, isoform D;Endophilin B, isoform C;Endophilin-A;Endophilin-A",EndoB,7.7699,7.226,6.9343,7.3298,7.2601,7.3071,7.5133,7.4943,0.2873000000000001,1,0,0.13821138211382114,0.047839506172839504,0.09037187594098164,0.027192982456140352
FBgn0025836,"GH15984p;Rho GTPase activating protein at 1A, isoform D;Rho GTPase activating protein at 1A, isoform E",RhoGAP1A,6.2861,6.2789,6.2702,6.3375,6.2407,6.2276,6.5662,6.489,0.2873000000000001,0,0,0.13821138211382114,0.047839506172839504,0.09037187594098164,0.027192982456140352
3179,Dipeptidase,Dmel\CG6154,6.1053,5.7854,5.6022,5.7164,5.763,5.7432,6.072,6.2337,0.28659999999999997,0,0,0.13821138211382114,0.047839506172839504,0.09037187594098164,0.027192982456140352
3288,"Mapmodulin, isoform B;Mapmodulin, isoform D;Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member A, Isoform C",Anp32a;Mapmodulin,6.1024,5.7239,5.7787,5.6226,5.6272,5.5566,6.0095,5.9288,0.28559999999999963,0,0,0.13821138211382114,0.047839506172839504,0.09037187594098164,0.027192982456140352
3445,"Frazzled, isoform C;FI24025p1;Frazzled, isoform B;RE24885p;RE12428p;Frazzled;Frazzled",fra;fra-RA,6.0203,5.5101,4.6652,5.6538,5.8002,5.8304,5.7956,6.0895,0.28549999999999986,0,0,0.13821138211382114,0.047839506172839504,0.09037187594098164,0.027192982456140352
3348,FI18001p1,CG8915;Dmel\CG8915,6.0168,5.6578,5.8247,5.7121,5.4182,5.5649,5.943,5.8041,0.2851999999999997,0,0,0.13821138211382114,0.047839506172839504,0.09037187594098164,0.027192982456140352
3013,HDC15090,HDC15090,6.2588,5.774,5.8782,5.8904,5.7211,5.8144,6.0586,6.3267,0.2846000000000002,0,0,0.13821138211382114,0.047839506172839504,0.09037187594098164,0.027192982456140352
2881,"Capricious, isoform E;Capricious, isoform D;Capricious, isoform A",caps,6.1903,5.9044,5.7567,5.8388,5.9849,6.0647,6.1883,6.3303,0.28390000000000004,0,0,0.13821138211382114,0.047839506172839504,0.09037187594098164,0.027192982456140352
2876,"Quemao, isoform C;Geranylgeranyl pyrophosphate synthase;Geranylgeranyl pyrophosphate synthase;Quemao, isoform A",qm,6.1934,5.9586,5.9001,5.8493,5.8352,5.9345,6.2421,6.359,0.2835000000000001,0,0,0.13821138211382114,0.047839506172839504,0.09037187594098164,0.027192982456140352
FBgn0038156,"RT01315p (Fragment);Sidestep IV, isoform C",CG14372-RB;side-IV,6.4144,5.9279,6.0189,6.0825,6.1985,6.2522,6.2111,6.2133,0.2831999999999999,0,1,0.1402439024390244,0.047839506172839504,0.09240439626618491,0.027192982456140352
1233,Brahma associated protein 170kD,Bap170;BcDNA:GH12174,6.8196,6.9334,6.0359,7.048,6.9001,6.9981,7.2165,7.2786,0.28310000000000013,0,0,0.1402439024390244,0.047839506172839504,0.09240439626618491,0.027192982456140352
FBgn0053543,RE72871p;IP08311p (Fragment);Uncharacterized protein,CG33543-RC;CT35363,7.1326,6.728,6.6114,6.4433,7.2412,7.3119,7.0109,7.2193,0.2829000000000006,0,1,0.14227642276422764,0.047839506172839504,0.09443691659138814,0.027192982456140352
FBgn0017566,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial;NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (Fragment);NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",ND-75;ND75,7.8372,7.4843,7.4131,7.5436,7.956,7.9511,7.7672,7.7938,0.2828999999999997,0,0,0.14227642276422764,0.047839506172839504,0.09443691659138814,0.027192982456140352
3423,Protein sly1 homolog,Slh,5.7885,5.5635,5.6896,5.7534,5.4878,5.5549,5.8459,5.8702,0.2824,0,0,0.14227642276422764,0.047839506172839504,0.09443691659138814,0.027192982456140352
FBgn0014020,Ras-like GTP-binding protein Rho1,Rho1,7.4188,7.378,7.3603,7.5859,7.8548,7.9266,7.6601,7.6406,0.2820999999999998,0,1,0.1443089430894309,0.047839506172839504,0.0964694369165914,0.027192982456140352
3490,"CG14434-PA;CG14434-PA;Uncharacterized protein, isoform C",CG14434;Dmel\CG14434,5.747,5.5106,5.6021,5.5218,5.5922,5.4945,5.7926,5.7833,0.28200000000000003,0,0,0.1443089430894309,0.047839506172839504,0.0964694369165914,0.027192982456140352
FBgn0026189,"Prominin-like, isoform E;Prominin-like protein",prominin-like;prominin-like-RA;promL,7.4155,6.9685,6.9051,6.8689,7.3169,7.33,7.2504,7.2151,0.28190000000000026,0,1,0.14634146341463414,0.047839506172839504,0.09850195724179464,0.027192982456140352
FBgn0035512,IP07124p (Fragment);Cuticular protein 64Ac,CG15008;Cpr64Ac,6.8132,6.3988,6.375,6.264,6.3818,6.3252,6.6806,6.698,0.2818000000000005,0,1,0.1483739837398374,0.047839506172839504,0.1005344775669979,0.027192982456140352
3315,FI14922p,Thd1;Thd1-RA,6.0315,5.5538,5.6267,5.6865,5.7421,5.8387,5.8354,5.8656,0.2816000000000001,0,0,0.1483739837398374,0.047839506172839504,0.1005344775669979,0.027192982456140352
FBgn0267975,SD01527p;MIP08680p,vib,7.4091,7.2053,7.3446,7.2896,7.3544,7.3811,7.4868,7.4872,0.2814999999999994,0,1,0.15040650406504066,0.047839506172839504,0.10256699789220117,0.027192982456140352
2637,RIC (Ras which interacts with Calmodulin),Ric,6.132,6.0789,6.2537,6.1881,6.0277,6.09,6.3601,6.2888,0.2812000000000001,0,0,0.15040650406504066,0.047839506172839504,0.10256699789220117,0.027192982456140352
FBgn0004179,"IP16506p;Cysteine string protein, isoform F;Cysteine string protein, isoform D",Csp;Csp-RC,6.8164,6.7251,6.6444,6.6211,6.9953,7.0158,7.0055,7.0349,0.2803999999999993,0,1,0.1524390243902439,0.047839506172839504,0.1045995182174044,0.027192982456140352
FBgn0263603,"Zinc-finger protein at 72D, isoform B",Zn72D,7.1555,6.7996,7.054,7.0411,7.1553,7.2093,7.0799,6.972,0.28030000000000044,0,0,0.1524390243902439,0.047839506172839504,0.1045995182174044,0.027192982456140352
FBgn0034439,"Uncharacterized protein, isoform C;Uncharacterized protein, isoform A;AT01381p;Uncharacterized protein, isoform D;LP03135p",CG10062;CG10062-RA;Dmel\CG10062,6.6831,6.4705,6.3857,6.4463,6.2975,6.3338,6.7502,6.7943,0.27970000000000006,0,0,0.1524390243902439,0.047839506172839504,0.1045995182174044,0.027192982456140352
FBgn0037261,RE74585p,Dmel\CG9775,6.9964,6.6107,6.7444,6.6393,6.4051,6.5557,6.8903,6.8845,0.2796000000000003,0,0,0.1524390243902439,0.047839506172839504,0.1045995182174044,0.027192982456140352
FBgn0027866,Zinc finger matrin-type protein CG9776,CG9776;CG9776-RA,6.469,6.1977,6.2513,6.2179,6.22,6.2261,6.4766,6.5349,0.27890000000000015,0,0,0.1524390243902439,0.047839506172839504,0.1045995182174044,0.027192982456140352
FBgn0031390,THO complex subunit 2;THO complex subunit 2,tho2,6.9867,6.9528,7.3596,7.2188,7.2284,7.2713,7.2314,7.1819,0.27859999999999996,1,0,0.1524390243902439,0.04938271604938271,0.10305630834086119,0.028070175438596492
FBgn0038016,SD10773p;MBD-R2,MBD-R2,6.4168,6.1384,6.2631,6.3075,6.3109,6.3469,6.4169,6.4579,0.2785000000000002,1,0,0.1524390243902439,0.05092592592592592,0.10151309846431797,0.02894736842105263
3139,"Uncharacterized protein, isoform B;LD32923p",CG42240-RA;Dmel\CG42240,6.1181,5.7241,5.5803,5.765,5.8908,5.9079,6.0026,6.2114,0.2785000000000002,0,0,0.1524390243902439,0.05092592592592592,0.10151309846431797,0.02894736842105263
FBgn0037199,ER membrane protein complex subunit 4,EMC4,6.6229,6.4187,6.3757,6.3549,6.4152,6.4067,6.6971,6.7042,0.27839999999999954,0,0,0.1524390243902439,0.05092592592592592,0.10151309846431797,0.02894736842105263
FBgn0250757,RE27406p,;CG14539;CG31090;CG8957,6.8142,6.7446,6.9141,6.8882,6.9364,6.9168,7.0226,6.9777,0.2779999999999996,0,0,0.1524390243902439,0.05092592592592592,0.10151309846431797,0.02894736842105263
FBgn0000636,"Fasciclin-3, Isoform B;Fasciclin 3, isoform F",Fas3,6.6611,6.5844,6.5108,6.49,7.2189,7.2543,6.8609,7.1344,0.2765000000000004,0,1,0.15447154471544716,0.05092592592592592,0.10354561878952123,0.02894736842105263
2648,"CG32677 (Fragment);X11L beta (Fragment);Uncharacterized protein (Fragment);X11Lbeta, isoform D;LP19469p (Fragment);X11Lbeta, isoform A;X11Lbeta, isoform E",CG32677;X11Lbeta,6.0294,6.0731,6.0267,6.0335,6.1513,6.2321,6.3496,6.4681,0.2764999999999995,0,0,0.15447154471544716,0.05092592592592592,0.10354561878952123,0.02894736842105263
FBgn0014133,"Bifocal, isoform D;Bifocal, isoform F;Bifocal, isoform E;Bifocal;Bifocal, isoform B;Protein phosphatase 1-binding protein Bifocal;Bifocal, isoform C",bif,6.8215,6.2313,6.2747,6.4014,6.3958,6.3302,6.5076,6.6345,0.2763,1,0,0.15447154471544716,0.05246913580246913,0.10200240891297803,0.02982456140350877
FBgn0027598,"CIN85 and CD2AP related, isoform G;CIN85 and CD2AP related, isoform F;CIN85 and CD2AP related, isoform E;CIN85 and CD2AP related, isoform J;SD08724p;CIN85 and CD2AP related, isoform D;CIN85 and CD2AP related, isoform A;CIN85 and CD2AP related, isoform C;BcDNA.GH03163",cindr,6.4274,6.3091,6.484,6.6359,6.4842,6.4359,6.5854,6.3035,0.2763,0,0,0.15447154471544716,0.05246913580246913,0.10200240891297803,0.02982456140350877
FBgn0260995,Defective proboscis extension response 21,;dpr21;dpr6,7.4305,6.9563,6.9837,6.9487,7.2418,7.306,7.2321,7.4117,0.27580000000000027,0,1,0.1565040650406504,0.05246913580246913,0.10403492923818126,0.02982456140350877
FBgn0028863,"Uncharacterized protein, isoform H",HDC02718;stol,8.411,8.0734,7.8414,7.9361,8.44,8.5317,8.349,8.4521,0.27560000000000073,0,1,0.15853658536585366,0.05246913580246913,0.10606744956338453,0.02982456140350877
FBgn0002174,"Uncharacterized protein, isoform D;MIP06027p1;Protein tumorous imaginal discs, mitochondrial;MIP11551p1",l(2)tid;l(2)tid-RA;l(2)tid-RB;l(2)tid-RC,7.5031,7.3501,7.4643,7.4231,7.2412,7.227,7.6252,7.6433,0.2751000000000001,1,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
FBgn0052112,"RH36554p;Uncharacterized protein, isoform C;Uncharacterized protein, isoform B",CG10982,6.0969,5.5214,5.6543,5.5753,5.1675,5.2728,5.7963,5.8029,0.2748999999999997,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
FBgn0052446,"Antioxidant 1 copper chaperone, isoform B;Antioxidant 1 copper chaperone, isoform A",Atox1,6.3991,5.8932,5.932,6.0941,6.0559,5.9983,6.1681,6.2624,0.2748999999999997,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
2136,EG:86E4.4 protein,mip130,6.371,6.2568,6.3921,6.3918,6.4773,6.5423,6.5316,6.3491,0.27479999999999993,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
FBgn0011016,Translocon-associated protein subunit beta,SsRbeta,6.4358,6.2403,6.3278,6.2465,6.3439,6.3494,6.5145,6.6144,0.27419999999999956,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
3330,"Heterogeneous nuclear ribonucleoprotein at 87F, isoform C;Heterogeneous nuclear ribonucleoprotein 87F;Heterogeneous nuclear ribonucleoprotein 87F, Isoform B",Hrb87F,6.234,5.7455,5.5577,5.7207,5.62,5.6057,6.0193,5.5615,0.2738000000000005,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
FBgn0020907,Calcium-binding protein,Scp2,6.3311,6.0404,6.207,6.0243,6.3091,6.3349,6.3138,6.3915,0.27339999999999964,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
3380,MIP02948p;RE72002p;FI04419p,CG3305-RA;Lamp1,6.2862,5.4984,5.5005,5.5478,5.6144,5.6499,5.7717,5.9034,0.2732999999999999,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
FBgn0263697,Nedd8-activating enzyme E1 catalytic subunit,Uba3,5.9823,5.8202,6.0844,5.8812,5.8518,5.9488,6.093,6.1224,0.27280000000000015,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
3404,"Rad50, isoform E;FI13085p (Fragment);DNA repair protein RAD50",rad50;rad50-RB,5.7657,5.5755,5.7105,5.5385,5.6236,5.6873,5.8471,5.875,0.2716000000000003,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
3533,"Bonus, isoform C;Bonus, isoform D;Bonus, isoform F;Bonus, isoform E;Bonus, isoform B;Bonus;Bonus, isoform A",bon,6.0447,5.4222,5.423,5.4012,5.4128,5.4405,5.6934,5.9149,0.27119999999999944,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
1652,Protein quiver;Protein quiver;Protein quiver,BcDNA:RE71975;CG9336;Dmel\CG9336,6.7079,6.5769,6.6686,6.4308,6.6326,6.6225,6.8472,6.764,0.27029999999999976,0,0,0.15853658536585366,0.05401234567901234,0.10452423968684132,0.03070175438596491
FBgn0260484,"Hsc70-interacting protein 1;Hsc/Hsp70-interacting protein related, isoform B;Hsc70-interacting protein 2",HIP;HIP-R,6.7988,6.364,6.4646,6.3053,6.3411,6.2766,6.6338,6.6565,0.26980000000000004,1,0,0.15853658536585366,0.05555555555555555,0.10298102981029811,0.031578947368421054
FBgn0259685,"Crumbs, isoform C;Crumbs, isoform D;Protein crumbs;Protein crumbs, Isoform B",crb,6.9248,6.6719,6.5287,6.8003,7.0802,7.0035,6.9413,7.0521,0.2694000000000001,0,1,0.16056910569105692,0.05555555555555555,0.10501355013550137,0.031578947368421054
FBgn0025878,GH03113p;Wrapper protein,wrapper,7.4846,6.9817,6.8531,6.8418,7.1637,7.1917,7.2508,7.298,0.2690999999999999,0,1,0.16260162601626016,0.05555555555555555,0.1070460704607046,0.031578947368421054
3170,"LP12382p (Fragment);Translation factor waclaw, mitochondrial;AT19052p1 (Fragment)",waw;waw-RA,5.8878,5.6992,5.1974,5.9793,6.129,6.1669,5.9676,6.0153,0.26839999999999975,0,0,0.16260162601626016,0.05555555555555555,0.1070460704607046,0.031578947368421054
FBgn0034645,Complex I-B12,ND-B12,6.5243,5.9904,6.2745,6.1921,6.1279,6.1887,6.2583,6.3754,0.2679,0,0,0.16260162601626016,0.05555555555555555,0.1070460704607046,0.031578947368421054
FBgn0010808,D.melanogaster coding region cloned by GAL4 enhancer trap line;Coiled-coil-helix-coiled-coil-helix domain containing 3,Chchd3,6.6025,6.1992,6.1762,6.2532,6.3531,6.2685,6.467,6.5065,0.26779999999999937,0,0,0.16260162601626016,0.05555555555555555,0.1070460704607046,0.031578947368421054
FBgn0025726,"Unc-13, isoform C;Unc-13, isoform G",unc-13;unc-13-RC,6.0717,5.8771,5.9914,5.9586,5.983,6.0083,6.1447,6.1861,0.26759999999999984,0,1,0.16463414634146342,0.05555555555555555,0.10907859078590787,0.031578947368421054
3259,Guanylate cyclase,CG11846;CG4224,6.0618,5.7131,5.8797,5.7253,5.6091,5.6614,5.9797,5.8972,0.2666000000000004,0,0,0.16463414634146342,0.05555555555555555,0.10907859078590787,0.031578947368421054
FBgn0028737,"Eukaryotic translation elongation factor 1 beta, isoform C;Probable elongation factor 1-beta",eEF1beta,6.4587,6.1229,6.1464,6.0463,6.1203,6.041,6.3892,6.3993,0.2663000000000002,0,0,0.16463414634146342,0.05555555555555555,0.10907859078590787,0.031578947368421054
2540,"Protein 4.1 homolog, Isoform 4",cora,6.3133,6.0702,6.0597,6.1439,6.203,6.2245,6.3361,6.4194,0.26590000000000025,0,0,0.16463414634146342,0.05555555555555555,0.10907859078590787,0.031578947368421054
3282,Glucosidase 2 subunit beta,GCS2beta,6.1948,5.6842,5.5688,5.5824,5.8196,5.8139,5.9493,5.7669,0.26510000000000034,0,0,0.16463414634146342,0.05555555555555555,0.10907859078590787,0.031578947368421054
FBgn0035911,Butyryl-CoA dehydrogenase,Dmel\CG6638,5.918,6.1897,6.4938,6.409,6.2395,6.2342,6.4543,6.3455,0.2645999999999997,0,0,0.16463414634146342,0.05555555555555555,0.10907859078590787,0.031578947368421054
FBgn0243486,"RT10265p (Fragment);GH07373p;Reduced ocelli, isoform B",rdo;rdo-RA,6.6465,6.3951,5.6837,6.2318,6.4137,6.4469,6.6597,6.6633,0.2645999999999997,0,1,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.031578947368421054
FBgn0037140,RE69557p,SLC22A,6.6472,6.4269,6.4767,6.5184,6.4379,6.4619,6.6909,6.1822,0.26400000000000023,0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.031578947368421054
3070,"Integrin alpha-PS1;Integrin alpha-PS1, Isoform A;Integrin alpha-PS1, Isoform C;Integrin alpha-PS1, Isoform D;Integrin alpha-PS1, Isoform E;Multiple edematous wings, isoform F",mew,6.1441,5.7642,5.8045,5.7331,5.9353,5.9148,6.0282,6.1667,0.26400000000000023,0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.031578947368421054
3841,Dpr-interacting protein gamma,DIP-gamma,5.3121,4.8798,4.8116,4.7585,4.6701,4.6706,5.1436,5.1518,0.2637999999999998,0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.031578947368421054
FBgn0034877,"Levy, isoform A",levy,7.1901,6.9672,7.0834,6.9735,7.165,7.0669,7.2308,7.3401,0.2636000000000003,0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.031578947368421054
3621,Conserved oligomeric Golgi complex subunit 5;Conserved oligomeric Golgi complex subunit 5,fws,5.6838,5.3953,5.6033,5.4432,5.3523,5.366,5.6588,5.5874,0.2635000000000005,0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.031578947368421054
3692,LD06557p,mip40,5.5469,5.3326,5.3602,5.4203,5.3739,5.3052,5.5952,5.2277,0.26259999999999994,0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.031578947368421054
FBgn0030716,RH04127p,Dmel\CG9170,6.494,6.1907,6.0798,6.216,6.1696,6.2062,6.4524,6.4015,0.26170000000000027,0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.031578947368421054
3098,Tissue inhibitor of metalloproteinase,Timp,6.0561,5.8078,6.0688,5.8947,5.6731,5.7131,6.0695,6.0774,0.2616999999999994,0,0,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.031578947368421054
FBgn0052062,"RNA-binding Fox protein 1, isoform I;RNA-binding Fox protein 1, isoform H",A2bp1;Rbfox1,6.5674,6.4486,6.5814,6.5561,6.5049,6.5645,6.7099,6.7648,0.2613000000000003,1,0,0.16666666666666666,0.05709876543209876,0.10956790123456789,0.03245614035087719
2553,Complex I-MWFE;Complex I-MWFE;CAP-G protein;Complex I-MWFE;LD22256p,Cap-G;ND-MWFE,5.9939,6.1025,6.1215,6.172,6.2448,6.2456,6.3633,6.4974,0.2607999999999997,0,0,0.16666666666666666,0.05709876543209876,0.10956790123456789,0.03245614035087719
3120,"FI02182p (Fragment);Vitellogenin-3;Yolk protein 3, isoform B",Yp3;Yp3-RA,6.0441,5.7383,5.9476,5.8936,5.7869,5.8549,5.9988,6.0131,0.2605000000000004,0,0,0.16666666666666666,0.05709876543209876,0.10956790123456789,0.03245614035087719
3081,Diacylglycerol kinase;Diacylglycerol kinase;Diacylglycerol kinase,Dgkepsilon;Dgkepsilon-RA,5.8791,5.903,5.9258,5.9535,5.795,5.8525,6.1634,5.967,0.26040000000000063,0,0,0.16666666666666666,0.05709876543209876,0.10956790123456789,0.03245614035087719
3719,"Protein prickle;Protein prickle, Isoform A;Protein prickle, Isoform B;MIP29539p (Fragment);MIP30039p;MIP30239p (Fragment)",pk;pk-RA;pk-RC,5.7582,5.3668,5.1811,5.312,5.1242,5.0896,5.6269,5.3528,0.26010000000000044,0,0,0.16666666666666666,0.05709876543209876,0.10956790123456789,0.03245614035087719
