#,CMT,GeneID,Name,#SEQ,ave_SP,SP,SP200,SP_PHO,TM_PHO,ave_GPI,XC,Others,XC_HH,Others_HH,GO_CC
1897,CMT_E,FBgn0052379,CG32379,12,0.750,0.750,0.750,0.750,0.000,0.000,PPP-I[Propep_M14:0.917]; Peptidase_M14:1,N/A,N/A,N/A,N/A
1898,CMT_E,FBgn0259149,CG42264,15,0.911,0.867,0.933,0.933,0.133,0.000,PPP-I[Propep_M14:0.933]; Peptidase_M14:0.933,N/A,PPP-I[Propep_M14],N/A,N/A
1899,CMT_T,FBgn0015541,sda,24,0.000,0.000,0.000,0.000,1.000,0.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1900,CMT_E,FBgn0028935,CG7653,13,0.308,0.231,0.462,0.231,0.077,0.000,ERAP1_C:0.923; Peptidase_M1:1,N/A,N/A,BSP,GO:0005886:plasma membrane:ISS;
1901,CMT_E,FBgn0030222,CG9806,7,0.952,1.000,1.000,0.857,0.000,0.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
1902,CMT_E,FBgn0030223,CG2111,7,0.857,0.857,0.857,0.857,0.000,0.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1903,CMT_E,FBgn0038135,CG8773,11,0.576,0.091,0.636,1.000,0.455,0.182,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1904,CMT_[TE],FBgn0038136,CG8774,4,0.583,0.750,0.750,0.250,0.500,0.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1905,CMT_T,FBgn0039064,CG4467,30,0.000,0.000,0.000,0.000,0.933,0.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
1906,CMT_T,FBgn0039640,CG14516,17,0.000,0.000,0.000,0.000,1.000,0.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1907,CMT_E,FBgn0039656,CG11951,5,1.000,1.000,1.000,1.000,0.000,0.000,ERAP1_C:0.8; Peptidase_M1:1,N/A,N/A,N/A,N/A
1908,CMT_E,FBgn0046253,CG3502,14,0.857,0.786,0.929,0.857,0.071,0.000,ERAP1_C:0.929; Peptidase_M1:1,N/A,N/A,N/A,N/A
1909,CMT_[GS],FBgn0051198,CG31198,13,1.000,1.000,1.000,1.000,1.154,1.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1910,CMT_G,FBgn0051233,CG31233,12,0.972,0.917,1.000,1.000,0.917,1.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1911,CMT_G,FBgn0051343,CG31343,11,1.000,1.000,1.000,1.000,1.000,0.909,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1912,CMT_E,FBgn0051445,CG31445,7,1.000,1.000,1.000,1.000,0.000,0.071,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
1913,CMT_TE,FBgn0052473,CG32473,14,0.286,0.000,0.429,0.429,0.357,0.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1914,CMT_E,FBgn0263236,SP1029,16,0.979,0.938,1.000,1.000,0.000,0.000,ERAP1_C:1; Peptidase_M1:1,N/A,N/A,N/A,N/A
1915,CMT_G,FBgn0259237,CG42335,21,0.905,0.905,0.905,0.905,0.857,0.810,ERAP1_C:0.905; Peptidase_M1:0.952,N/A,N/A,N/A,N/A
1916,CMT_E,FBgn0038897,CG5849,18,0.889,0.889,0.889,0.889,0.000,0.278,ERAP1_C:0.778; Peptidase_M1:0.944,N/A,N/A,N/A,N/A
1917,CMT_E,FBgn0036186,CG6071,7,0.524,0.429,0.571,0.571,0.000,0.000,ERAP1_C:1; Peptidase_M1:0.857,N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1918,CMT_E,FBgn0058470,CG40470,9,0.370,0.222,0.444,0.444,0.333,0.000,ERAP1_C:1; Peptidase_M1:0.667,N/A,N/A,Peptidase_MA_2; BSP,N/A
1919,CMT_E,FBgn0013763,CG5210,13,0.872,0.846,0.846,0.923,0.077,0.000,Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:IDA; GO:0005576:extracellular region:IDA; GO:0005615:extracellular space:IDA;
1920,CMT_E,FBgn0020414,Idgf3,12,1.000,1.000,1.000,1.000,0.000,0.000,Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:IDA; GO:0005576:extracellular region:IDA;
1921,CMT_E,FBgn0020415,Idgf2,13,0.923,0.923,0.923,0.923,0.000,0.000,Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:IDA; GO:0005576:extracellular region:IDA;
1922,CMT_E,FBgn0020416,Idgf1,14,0.929,0.929,0.929,0.929,0.000,0.000,Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:IDA;
1923,CMT_G,FBgn0022702,Cht2,13,0.923,0.846,1.000,0.923,1.077,1.000,Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
1924,CMT_E,FBgn0026415,Idgf4,12,0.806,0.750,0.833,0.833,0.167,0.000,Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:NAS; GO:0005576:extracellular region:IDA;
1925,CMT_T,FBgn0029913,Cht11,12,0.000,0.000,0.000,0.000,0.917,0.000,Glyco_hydro_18:1,N/A,N/A,N/A,N/A
1926,CMT_E,FBgn0031996,CG8460,12,1.000,1.000,1.000,1.000,0.000,0.000,Glyco_hydro_18:1,N/A,N/A,N/A,GO:0012505:endomembrane system:IDA;
1927,CMT_E,FBgn0034582,Cht9,10,1.000,1.000,1.000,1.000,0.000,0.000,Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1928,CMT_E,FBgn0064237,Idgf5,12,0.889,0.833,0.917,0.917,0.000,0.000,Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:NAS; GO:0005576:extracellular region:IDA;
1929,CMT_E,FBgn0004425,LysB,1,1.000,1.000,1.000,1.000,0.000,0.000,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1930,CMT_E,FBgn0004427,LysD,58,0.920,0.897,0.931,0.931,0.034,0.000,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1931,CMT_E,FBgn0004428,LysE,58,0.920,0.897,0.931,0.931,0.034,0.000,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1932,CMT_E,FBgn0004429,LysP,8,1.000,1.000,1.000,1.000,0.000,0.062,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1933,CMT_E,FBgn0004430,LysS,8,0.875,0.875,0.875,0.875,0.000,0.000,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1934,CMT_E,FBgn0004431,LysX,8,1.000,1.000,1.000,1.000,0.000,0.188,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1935,CMT_E,FBgn0025827,CG6421,11,1.000,1.000,1.000,1.000,0.000,0.000,Lysozyme[Destabilase:1],N/A,N/A,N/A,N/A
1936,CMT_E,FBgn0029765,CG16756,13,0.949,0.846,1.000,1.000,0.000,0.000,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1937,CMT_E,FBgn0034092,CG7798,12,1.000,1.000,1.000,1.000,0.000,0.042,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1938,CMT_E,FBgn0034162,CG6426,11,1.000,1.000,1.000,1.000,0.000,0.000,Lysozyme[Destabilase:1],N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1939,CMT_E,FBgn0034165,CG6435,12,0.778,0.750,0.833,0.750,0.083,0.000,Lysozyme[Destabilase:1],N/A,N/A,N/A,N/A
1940,CMT_E,FBgn0034538,CG16799,14,0.881,0.643,1.000,1.000,0.000,0.000,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1941,CMT_E,FBgn0034539,CG11159,13,0.923,0.923,0.923,0.923,0.000,0.000,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1942,CMT_E,FBgn0035813,CG8492,17,1.000,1.000,1.000,1.000,0.000,0.000,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1943,CMT_E,FBgn0046999,CG6429,12,0.917,0.917,0.917,0.917,0.000,0.000,Lysozyme[Destabilase:1],N/A,N/A,N/A,N/A
1944,CMT_E,FBgn0050062,CG30062,8,0.625,0.375,1.000,0.500,0.375,0.000,Lysozyme[Lys:1],N/A,N/A,N/A,N/A
1945,CMT_T,FBgn0035734,CG14823,25,0.000,0.000,0.000,0.000,0.880,0.000,Lysozyme[Destabilase:0.68],N/A,N/A,N/A,N/A
1946,CMT_E,FBgn0031465,CG3123,17,0.333,0.235,0.412,0.353,0.471,0.000,DUF229:1,N/A,N/A,N/A,N/A
1947,CMT_E,FBgn0032080,CG9525,10,0.800,0.800,0.800,0.800,0.000,0.000,DUF229:1,N/A,N/A,N/A,GO:0005615:extracellular space:ISM;
1948,CMT_[TE],FBgn0032082,CG18088,18,0.315,0.056,0.611,0.278,0.556,0.028,DUF229:1,N/A,N/A,N/A,N/A
1949,CMT_T,FBgn0032338,CG16854,15,0.000,0.000,0.000,0.000,1.067,0.000,DUF229:1,N/A,N/A,N/A,N/A
1950,CMT_E,FBgn0032843,CG10730,10,0.467,0.300,0.400,0.700,0.000,0.050,DUF229:1,N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1951,CMT_E,FBgn0032964,CG11630,8,0.208,0.000,0.500,0.125,0.125,0.000,DUF229:1,N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1952,CMT_E,FBgn0032967,CG1428,12,0.361,0.000,0.500,0.583,2.083,0.000,DUF229:1,Na_Ca_ex:0.167,N/A,N/A,N/A
1953,CMT_E,FBgn0035216,CG9168,5,0.133,0.200,0.200,0.000,0.000,0.000,DUF229:1,N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1954,CMT_T,FBgn0035888,CG7120,27,0.012,0.000,0.000,0.037,0.852,0.000,DUF229:1,N/A,N/A,N/A,N/A
1955,CMT_T,FBgn0037964,CG14731,17,0.333,0.235,0.412,0.353,0.471,0.000,DUF229:1,N/A,N/A,N/A,N/A
1956,CMT_[TE],FBgn0038318,CG6236,12,0.250,0.000,0.500,0.250,0.750,0.000,DUF229:1,N/A,N/A,N/A,N/A
1957,CMT_[TE],FBgn0038832,CG15695,19,0.053,0.000,0.158,0.000,0.526,0.000,DUF229:1,N/A,N/A,N/A,N/A
1958,CMT_E,FBgn0039591,CG9988,11,0.424,0.182,0.636,0.455,0.273,0.000,DUF229:1,N/A,N/A,N/A,N/A
1959,CMT_E,FBgn0051933,CG31933,13,0.205,0.000,0.385,0.231,0.692,0.000,DUF229:1,N/A,N/A,N/A,N/A
1960,CMT_E,FBgn0052984,CG32984,11,0.152,0.000,0.182,0.273,0.091,0.000,DUF229:1,N/A,N/A,N/A,N/A
1961,CMT_E,FBgn0052985,CG32985,11,0.152,0.000,0.182,0.273,0.091,0.000,DUF229:1,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
1962,CMT_E,FBgn0000078,Amy-d,19,0.965,0.947,1.000,0.947,0.105,0.184,Alpha-amylase_C[Alpha-amylase_C:1]; Alpha-amylase:1,N/A,N/A,N/A,N/A
1963,CMT_E,FBgn0000079,Amy-p,19,0.965,0.947,1.000,0.947,0.105,0.184,Alpha-amylase_C[Alpha-amylase_C:1]; Alpha-amylase:1,N/A,N/A,N/A,GO:0005576:extracellular region:IDA;
1964,CMT_[GE],FBgn0002569,Mal-A2,12,0.917,0.917,0.917,0.917,0.000,0.708,Alpha-amylase:1,N/A,"Alpha-amylase_C[DUF3459, Malt_amylase_C, Cyc-maltodext_C, Alpha-amylase_C, DUF3372, Glyco_hydro_42C]",N/A,N/A
1965,CMT_[GE],FBgn0002570,Mal-A1,12,0.833,0.833,0.833,0.833,0.167,0.417,"Alpha-amylase_C[DUF3459:0.0833, Cyc-maltodext_C:0.0833]; Alpha-amylase:1",N/A,Alpha-amylase_C[DUF3372],N/A,N/A
1966,CMT_[GE],FBgn0002571,Mal-A3,13,0.923,0.923,0.923,0.923,0.000,0.462,Alpha-amylase:1,N/A,"Alpha-amylase_C[DUF3459, Malt_amylase_C, Cyc-maltodext_C, DUF3372, Alpha-amylase_C, Glyco_hydro_42C]",N/A,N/A
1967,CMT_E,FBgn0032381,Mal-B1,11,0.788,0.818,0.818,0.727,0.000,0.000,Alpha-amylase:1,N/A,"Alpha-amylase_C[DUF3459, Malt_amylase_C, Alpha-amylase_C, Cyc-maltodext_C, DUF3372, Glyco_hydro_42C]",N/A,N/A
1968,CMT_G,FBgn0032382,Mal-B2,21,0.429,0.429,0.429,0.429,0.238,0.500,Alpha-amylase:1,N/A,"Alpha-amylase_C[DUF3459, Malt_amylase_C, Cyc-maltodext_C, Alpha-amylase_C, DUF3372, Glyco_hydro_42C]",N/A,N/A
1969,CMT_E,FBgn0033294,Mal-A4,12,1.000,1.000,1.000,1.000,0.000,0.208,Alpha-amylase:1,N/A,"Alpha-amylase_C[DUF3459, Malt_amylase_C, Cyc-maltodext_C, Alpha-amylase_C, DUF3372, Glyco_hydro_42C]",N/A,N/A
1970,CMT_[GE],FBgn0033296,Mal-A7,12,0.833,0.833,0.833,0.833,0.000,0.542,Alpha-amylase_C[DUF3459:0.25]; Alpha-amylase:1,N/A,"Alpha-amylase_C[DUF3459, Malt_amylase_C, Alpha-amylase_C, DUF3372, Cyc-maltodext_C, Glyco_hydro_42C]",N/A,N/A
1971,CMT_E,FBgn0033297,Mal-A8,10,0.800,0.800,0.800,0.800,0.000,0.150,Alpha-amylase_C[DUF3459:0.6]; Alpha-amylase:1,N/A,N/A,N/A,N/A
1972,CMT_G,FBgn0050359,Mal-A5,14,0.857,0.857,0.857,0.857,0.786,0.786,Alpha-amylase:1,N/A,"Alpha-amylase_C[DUF3459, Malt_amylase_C, Cyc-maltodext_C, DUF3372, Alpha-amylase_C, Glyco_hydro_42C]",N/A,N/A
1973,CMT_G,FBgn0050360,Mal-A6,11,1.000,1.000,1.000,1.000,0.000,0.682,Alpha-amylase:1,N/A,"Alpha-amylase_C[DUF3459, Malt_amylase_C, Alpha-amylase_C, Cyc-maltodext_C, DUF3372, Glyco_hydro_42C]",SLC3A2_N,N/A
1974,CMT_T,FBgn0037533,CD98hc,19,0.000,0.000,0.000,0.000,1.000,0.053,Alpha-amylase:0.947,SLC3A2_N:1,"Alpha-amylase_C[DUF3459, Malt_amylase_C, Alpha-amylase_C, DUF3372, Cyc-maltodext_C, Glyco_hydro_42C]; Alpha-amylase",Glyco_hydro_66,GO:0005886:plasma membrane:IDA;
1975,CMT_E,FBgn0020506,Amyrel,12,1.000,1.000,1.000,1.000,0.000,0.042,Alpha-amylase_C[Alpha-amylase_C:1]; Alpha-amylase:0.917,N/A,N/A,N/A,N/A
1976,CMT_E,FBgn0030310,PGRP-SA,12,1.000,1.000,1.000,1.000,0.000,0.000,Amidase_2:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005887:integral component of plasma membrane:NAS; GO:0005576:extracellular region:IDA; GO:0005576:extracellular region:ISS;
1977,CMT_E,FBgn0033327,PGRP-SC1b,21,0.952,0.952,0.952,0.952,0.000,0.000,Amidase_2:1,N/A,N/A,N/A,GO:0005887:integral component of plasma membrane:NAS; GO:0005576:extracellular region:ISS;
1978,CMT_T,FBgn0035977,PGRP-LF,13,0.000,0.000,0.000,0.000,1.000,0.000,Amidase_2:1,N/A,Amidase_2,N/A,GO:0005887:integral component of plasma membrane:NAS; GO:0005887:integral component of plasma membrane:NAS; GO:0005887:integral component of plasma membrane:ISM; GO:0031240:external side of cell outer membrane:IDA;
1979,CMT_E,FBgn0037906,PGRP-LB,30,0.367,0.367,0.367,0.367,0.000,0.000,Amidase_2:1,N/A,N/A,N/A,GO:0005887:integral component of plasma membrane:NAS; GO:0005576:extracellular region:IDA;
1980,CMT_E,FBgn0043575,PGRP-SC2,13,1.000,1.000,1.000,1.000,0.000,0.000,Amidase_2:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005887:integral component of plasma membrane:NAS; GO:0005576:extracellular region:ISS;
1981,CMT_E,FBgn0043576,PGRP-SC1a,21,0.952,0.952,0.952,0.952,0.000,0.000,Amidase_2:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005887:integral component of plasma membrane:NAS; GO:0005576:extracellular region:ISS;
1982,CMT_E,FBgn0043577,PGRP-SB2,11,0.909,0.909,0.909,0.909,0.000,0.000,Amidase_2:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005887:integral component of plasma membrane:NAS; GO:0005576:extracellular region:ISS;
1983,CMT_E,FBgn0043578,PGRP-SB1,12,1.000,1.000,1.000,1.000,0.000,0.000,Amidase_2:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005887:integral component of plasma membrane:NAS; GO:0005576:extracellular region:ISS; GO:0005875:microtubule associated complex:IDA;
1984,CMT_T,FBgn0035976,PGRP-LC,53,0.000,0.000,0.000,0.000,1.000,0.000,Amidase_2:0.962,zf-FYVE-PHD[PHD:0.208],N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0005887:integral component of plasma membrane:NAS; GO:0044214:spanning component of plasma membrane:ISM; GO:0016021:integral component of membrane:TAS; GO:0005887:integral component of plasma membrane:IDA; GO:0016021:integral component of membrane:NAS; GO:0016327:apicolateral plasma membrane:IDA;
1985,CMT_E,FBgn0035806,PGRP-SD,13,0.872,0.846,0.923,0.846,0.000,0.000,Amidase_2:0.846,N/A,N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005887:integral component of plasma membrane:NAS; GO:0005576:extracellular region:ISS;
1986,CMT_T,FBgn0035975,PGRP-LA,32,0.000,0.000,0.000,0.000,0.938,0.000,Amidase_2:0.812,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0005887:integral component of plasma membrane:NAS;
1987,CMT_E,FBgn0030695,PGRP-LE,15,0.000,0.000,0.000,0.000,0.000,0.000,Amidase_2:0.733,N/A,N/A,N/A,GO:0005887:integral component of plasma membrane:NAS; GO:0005576:extracellular region:NAS; GO:0005576:extracellular region:IDA;
1988,CMT_MT,FBgn0260458,PGRP-LD,23,0.000,0.000,0.000,0.000,1.304,0.022,Amidase_2:0.0435,N/A,Amidase_2,N/A,GO:0016021:integral component of membrane:ISS; GO:0005887:integral component of plasma membrane:ISS;
1989,CMT_E,FBgn0028944,Semp1,8,1.000,1.000,1.000,1.000,0.000,0.000,Astacin:1,N/A,N/A,N/A,GO:0005615:extracellular space:ISM; GO:0005615:extracellular space:IDA;
1990,CMT_E,FBgn0028945,CG7631,12,0.944,0.917,0.917,1.000,0.000,0.000,Astacin:1,N/A,N/A,N/A,N/A
1991,CMT_E,FBgn0028947,CG11865,9,0.889,0.889,0.889,0.889,0.000,0.000,Astacin:1,N/A,N/A,N/A,N/A
1992,CMT_E,FBgn0028948,CG15253,8,0.875,0.875,0.875,0.875,0.000,0.000,Astacin:1,N/A,N/A,N/A,N/A
1993,CMT_E,FBgn0028949,CG15254,13,1.000,1.000,1.000,1.000,0.000,0.000,Astacin:1,N/A,N/A,N/A,N/A
1994,CMT_E,FBgn0028950,CG15255,12,0.944,1.000,1.000,0.833,0.000,0.000,Astacin:1,N/A,N/A,N/A,N/A
1995,CMT_E,FBgn0030947,CG6696,13,0.923,0.923,0.923,0.923,0.000,0.000,Astacin:1,N/A,N/A,N/A,GO:0017090:meprin A complex:ISS;
1996,CMT_E,FBgn0037395,CG10280,13,0.487,0.308,0.769,0.385,0.462,0.000,Astacin:1,N/A,N/A,N/A,N/A
1997,CMT_E,FBgn0038285,CG6974,13,0.923,0.923,0.923,0.923,0.000,0.038,Astacin:1,N/A,N/A,N/A,GO:0017090:meprin A complex:ISS;
1998,CMT_E,FBgn0039069,CG6763,12,1.000,1.000,1.000,1.000,0.000,0.000,Astacin:1,N/A,N/A,N/A,GO:0017090:meprin A complex:ISS;
1999,CMT_E,FBgn0039180,CG5715,12,0.583,0.583,0.583,0.583,0.000,0.167,Astacin:1,N/A,N/A,N/A,GO:0017090:meprin A complex:ISS;
2000,CMT_G,FBgn0011822,pcl,11,0.970,0.909,1.000,1.000,1.000,1.000,Asp:1,N/A,A1_Propeptide,N/A,N/A
2001,CMT_E,FBgn0029093,cathD,12,1.000,1.000,1.000,1.000,0.000,0.000,A1_Propeptide:1; Asp:1,N/A,N/A,N/A,GO:0005576:extracellular region:IDA; GO:0005875:microtubule associated complex:IDA; GO:0005764:lysosome:IDA;
2002,CMT_E,FBgn0032049,Bace,16,0.979,0.938,1.000,1.000,0.000,0.000,Asp:1,N/A,A1_Propeptide,N/A,N/A
2003,CMT_E,FBgn0032303,CG6508,16,0.938,0.938,0.938,0.938,0.000,0.000,Asp:1,N/A,A1_Propeptide,N/A,N/A
2004,CMT_E,FBgn0032304,CG17134,16,0.938,0.938,0.938,0.938,0.000,0.000,Asp:1,N/A,A1_Propeptide,N/A,N/A
2005,CMT_E,FBgn0033933,CG10104,14,0.905,0.857,0.929,0.929,0.000,0.000,A1_Propeptide:1; Asp:1,N/A,N/A,N/A,N/A
2006,CMT_E,FBgn0038505,CG17283,9,1.000,1.000,1.000,1.000,0.000,0.000,Asp:1,N/A,N/A,N/A,N/A
2007,CMT_E,FBgn0038506,CG5860,12,1.000,1.000,1.000,1.000,0.083,0.000,Asp:1,N/A,A1_Propeptide,N/A,N/A
2008,CMT_E,FBgn0038507,CG5863,9,1.000,1.000,1.000,1.000,0.000,0.000,Asp:1,N/A,A1_Propeptide,N/A,N/A
2009,CMT_E,FBgn0051661,CG31661,11,0.727,0.727,0.727,0.727,0.182,0.000,Asp:1,N/A,A1_Propeptide,N/A,GO:0042600:chorion:IGC;
2010,CMT_E,FBgn0051926,CG31926,9,1.000,1.000,1.000,1.000,0.000,0.111,Asp:1,N/A,A1_Propeptide,N/A,GO:0042600:chorion:IGC;
2011,CMT_E,FBgn0051928,CG31928,12,1.000,1.000,1.000,1.000,0.250,0.208,Asp:1,N/A,A1_Propeptide,N/A,GO:0042600:chorion:IDA;
2012,CMT_E,FBgn0053128,CG33128,12,1.000,1.000,1.000,1.000,0.000,0.000,Asp:1,N/A,A1_Propeptide,N/A,N/A
2013,CMT_G,FBgn0016123,Aph-4,14,0.929,0.929,0.929,0.929,0.786,0.929,Alk_phosphatase:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISM; GO:0009986:cell surface:ISS;
2014,CMT_E,FBgn0030661,CG8105,11,0.939,0.909,1.000,0.909,0.000,0.045,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2015,CMT_T,FBgn0032779,CG16771,10,0.000,0.000,0.000,0.000,1.000,0.000,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2016,CMT_E,FBgn0033423,CG1809,12,1.000,1.000,1.000,1.000,0.000,0.000,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2017,CMT_E,FBgn0034710,CG3292,12,0.972,0.917,1.000,1.000,0.000,0.000,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2018,CMT_E,FBgn0034711,CG3290,17,0.961,0.941,1.000,0.941,0.059,0.029,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2019,CMT_E,FBgn0034712,CG3264,17,0.961,0.941,1.000,0.941,0.059,0.029,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2020,CMT_E,FBgn0035619,CG10592,12,1.000,1.000,1.000,1.000,0.000,0.000,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2021,CMT_E,FBgn0035620,CG5150,11,1.000,1.000,1.000,1.000,0.000,0.045,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2022,CMT_E,FBgn0037083,CG5656,16,0.750,0.750,0.750,0.750,0.000,0.000,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2023,CMT_T,FBgn0037786,CG5361,10,0.000,0.000,0.000,0.000,1.000,0.050,Alk_phosphatase:1,N/A,N/A,Metalloenzyme,GO:0005575:cellular_component:ND;
2024,CMT_E,FBgn0038845,CG10827,12,1.000,1.000,1.000,1.000,0.000,0.000,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2025,CMT_E,FBgn0043791,CG8147,12,0.972,0.917,1.000,1.000,0.000,0.000,Alk_phosphatase:1,N/A,N/A,N/A,GO:0009986:cell surface:ISS;
2026,CMT_S,FBgn0032013,Scgalpha,15,0.956,0.933,1.000,0.933,1.067,0.000,SEA[Sarcoglycan_2:1],N/A,N/A,N/A,GO:0016012:sarcoglycan complex:ISS; GO:0016012:sarcoglycan complex:ISS; GO:0016012:sarcoglycan complex:NAS;
2027,CMT_S,FBgn0034072,Dg,35,0.971,0.971,0.971,0.971,1.000,0.000,SEA[DAG1:1],N/A,"PKDREJ[Big_3_3, REJ]; Cadherin[Cadherin]",He_PIG,GO:0016011:dystroglycan complex:ISS; GO:0016011:dystroglycan complex:ISS; GO:0016011:dystroglycan complex:NAS; GO:0016011:dystroglycan complex:IDA; GO:0016010:dystrophin-associated glycoprotein complex:IPI; GO:0009925:basal plasma membrane:IDA; GO:0030315:T-tubule:IDA; GO:0009925:basal plasma membrane:IDA; GO:0031594:neuromuscular junction:IDA; GO:0042383:sarcolemma:IDA; GO:0030018:Z disc:IDA; GO:0005886:plasma membrane:IDA; GO:0005886:plasma membrane:IDA;
2028,CMT_S,FBgn0034253,CG10936,15,0.533,0.267,0.667,0.667,1.000,0.000,SEA[SEA:1],N/A,N/A,N/A,N/A
2029,CMT_T,FBgn0035522,CG1273,12,0.000,0.000,0.000,0.000,1.000,0.000,N/A,N/A,SEA[SEA],N/A,N/A
2030,CMT_E,FBgn0013770,Cp1,15,0.844,0.800,0.867,0.867,0.000,0.000,Propeptide_C1[Inhibitor_I29:0.933]; Peptidase_C1:1,N/A,N/A,N/A,GO:0005764:lysosome:NAS; GO:0045169:fusome:IDA; GO:0005764:lysosome:IDA;
2031,CMT_E,FBgn0030521,CtsB1,12,1.000,1.000,1.000,1.000,0.000,0.000,Propeptide_C1[Propeptide_C1:1]; Peptidase_C1:1,N/A,N/A,N/A,GO:0098595:perivitelline space:IDA;
2032,CMT_E,FBgn0032228,CG5367,14,0.714,0.571,0.786,0.786,0.000,0.036,Propeptide_C1[Inhibitor_I29:0.929]; Peptidase_C1:1,N/A,N/A,N/A,N/A
2033,CMT_E,FBgn0033873,CG6337,14,1.000,1.000,1.000,1.000,0.000,0.000,Propeptide_C1[Inhibitor_I29:0.929]; Peptidase_C1:1,N/A,N/A,N/A,N/A
2034,CMT_E,FBgn0033874,CG6347,13,0.897,0.846,0.923,0.923,0.000,0.000,Propeptide_C1[Inhibitor_I29:0.923]; Peptidase_C1:1,N/A,N/A,N/A,N/A
2035,CMT_E,FBgn0034229,CG4847,17,0.922,0.882,1.000,0.882,0.118,0.000,Propeptide_C1[Inhibitor_I29:1]; Peptidase_C1:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISM; GO:0005615:extracellular space:IDA; GO:0005615:extracellular space:IDA; GO:0005615:extracellular space:IDA;
2036,CMT_E,FBgn0037396,CG11459,10,1.000,1.000,1.000,1.000,0.000,0.000,Propeptide_C1[Inhibitor_I29:1]; Peptidase_C1:1,N/A,N/A,N/A,N/A
