Leading protein IDs	Protein name	Gene name	Protein ID	Name	id	MW(kDa)	Coverage_T4T5 (%)	Peptide_count_T4T5	Peptide_ids_T4T5	Evidence_count_T4T5	Evidence_ids_T4T5	Spectral_count_T4T5	Spectrum_ids_T4T5	log10(expression)_original_T4T5	log10(expression)_normalized_T4T5	log10(expression)_imputed_T4T5	log2(ratio)_original_T4T5	log2(ratio)_normalized_T4T5	log2(ratio)_imputed_T4T5	Enriched - T4T5
P91670;Q9VCT4	Klingon;Klingon	KLG	P91670;Q9VCT4	P91670;Q9VCT4	474	58.565	2.1	1	1155	1	1817	1	1675	6.78616913412825	6.629651857906	6.629651857906	2.9763722988217	1.55996072524837	1.55996072524837	1
A0A1B2AJY5;A0A3Q7YR34;D3DMZ8;M9MS48;Q02427;Q02427-1;Q9VYD8	GEO01114p1 (Fragment);CG1987 (Fragment);RE57382p (Fragment);Rbp1-like, isoform B;RNA-binding protein 1;RNA-binding protein 1, Isoform A;RE47308p	;CG1987;RBP1;RBP1-LIKE;RBP1-RA	A0A1B2AJY5;A0A3Q7YR34;D3DMZ8;M9MS48;Q02427;Q02427-1;Q9VYD8	A0A1B2AJY5;A0A3Q7YR34;D3DMZ8;M9MS48;RBP1;RBP1;Q9VYD8	745	15.446	8.9	1	3010	1	5155	1	4862	6.78447464376252	6.62795736754027	6.62795736754027	#NUM!	#NUM!	4.91747686942356	1
Q9VAM6	CDGSH iron-sulfur domain-containing protein 2 homolog	CISD2	Q9VAM6	CISD2	662	14.633	15.8	1	2394	1	4090	1	3851	6.78217152363688	6.62565424741464	6.62565424741464	#NUM!	#NUM!	4.31630103859227	1
Q7K0W1	LD27406p	DMEL\CG8531	Q7K0W1	Q7K0W1	764	60.912	2.2	1	345	1	525	1	474	6.78174819617195	6.6252309199497	6.6252309199497	#NUM!	#NUM!	3.95666070451362	1
Q9V4C8;Q9V4C8-5;Q9V4C8-6	Host cell factor;Host cell factor, Isoform F;Host cell factor, Isoform E	HCF	Q9V4C8;Q9V4C8-5;Q9V4C8-6	HCF;HCF;HCF	691	160.185	0.6	1	2607	1	4487	1	4243	6.7817194810633	6.62520220484105	6.62520220484105	#NUM!	#NUM!	5.10550859741192	1
X2JAU8;X2JAU8-2;X2JAU8-3;X2JAU8-4;X2JAU8-5;X2JAU8-6;X2JAU8-7;X2JAU8-8;X2JAU8-9	Protein nervous wreck;Protein nervous wreck, Isoform 2;Protein nervous wreck, Isoform 3;Protein nervous wreck, Isoform 4;Protein nervous wreck, Isoform 5;Protein nervous wreck, Isoform 6;Protein nervous wreck, Isoform 7;Protein nervous wreck, Isoform 8;Protein nervous wreck, Isoform 9	NWK;NWK-RA	X2JAU8;X2JAU8-2;X2JAU8-3;X2JAU8-4;X2JAU8-5;X2JAU8-6;X2JAU8-7;X2JAU8-8;X2JAU8-9;F2FB98;G2J625;F2FB98;G2J625;F2FB98;G2J625;F2FB98;G2J625;F2FB98;G2J625;F2FB98;G2J625;F2FB98;G2J625;F2FB98;G2J625;F2FB98;G2J625	NWK;NWK;NWK;NWK;NWK;NWK;NWK;NWK;NWK	387	117.255	2	2	2645;2933	2	4545;5034	2	4292;4747	6.78131008433451	6.62479280811226	6.62479280811226	0.269637797648877	-1.14677377592446	-1.14677377592446	0
A0A0B4LHX6;A0A0B4LJ12;A8E6J4;P08879	Nucleoside diphosphate kinase;Nucleoside diphosphate kinase;Nucleoside diphosphate kinase;Nucleoside diphosphate kinase	AWD	A0A0B4LHX6;A0A0B4LJ12;A8E6J4;P08879	A0A0B4LHX6;A0A0B4LJ12;A8E6J4;NDKA	427	18.723	16.1	2	680;2167	2	1065;3706	1	957	6.78066446760962	6.62414719138737	6.62414719138737	-0.295948133744922	-1.71235970731826	-1.71235970731826	0
A0A0B4KF46;O46111;Q8T0L3	Ubiquitin-activating enzyme E1;Ubiquitin-activating enzyme E1;Ubiquitin-activating enzyme E1	UBA1	A0A0B4KF46;O46111;Q8T0L3	A0A0B4KF46;O46111;Q8T0L3	525	111.77	1.4	1	1436	1	2369	1	2228	6.78000029833657	6.62348302211432	6.62348302211432	1.2335529004467	-0.182858673126638	-0.182858673126638	0
A0A0B4KGP8;Q24208	Protein-synthesizing GTPase;Eukaryotic translation initiation factor 2 subunit 3	EIF2GAMMA;SU(VAR)3-9;SU(VAR)3-9-RA	A0A0B4KGP8;Q24208;I0DHL3;P45975;Q24208-2;Q53XD3;I0DHL3;P45975;Q24208-2;Q53XD3	A0A0B4KGP8;IF2G	360	51.485	4.8	2	2;2534	2	395;4371	2	355;4136	6.7789250524411	6.62240777621885	6.62240777621885			5.49994824333204	1
M9PB59;Q1RKR5;Q8IPI3	Anion exchange protein;IP04593p (Fragment);Anion exchange protein	NDAE1	M9PB59;Q1RKR5;Q8IPI3	M9PB59;Q1RKR5;Q8IPI3	453	125.796	1.1	1	1016	1	1605	1	1465	6.77885279286855	6.6223355166463	6.6223355166463	#NUM!	#NUM!	5.27199869241562	1
A8Y4V5	FI20903p1	CG40498-RF	A8Y4V5	A8Y4V5	510	29.861	4.5	1	1341	1	2192	1	2074	6.7786287117581	6.62211143553585	6.62211143553585	#NUM!	#NUM!	5.24598756517634	1
P23696;X2JDI1	Serine/threonine-protein phosphatase PP2A;Serine/threonine-protein phosphatase	MTS	P23696;X2JDI1	PP2A;X2JDI1	844	35.469	3.6	1	864	1	1369	1	1254	6.7784262164921	6.62190894026985	6.62190894026985	#NUM!	#NUM!	4.00708348227596	1
M9PGF7;O61307;O61307-2	Tenascin major, isoform E;Teneurin-m;Teneurin-m, Isoform D	TEN-M	M9PGF7;O61307;O61307-2	M9PGF7;TENM;TENM	218	371.93	1.3	4	838;918;2776;3073	4	1323;1457;4784;5286	4	1207;1335;4524;5020	6.77686092849543	6.62034365227318	6.62034365227318			4.40819862139868	1
M9PF61;M9PI17;Q8IQF8;Q9VTK9	Aldo-keto reductase 1B, isoform C;Aldo-keto reductase 1B, isoform D;AT18092p;Aldo-keto reductase 1B, isoform A	AKR1B	M9PF61;M9PI17;Q8IQF8;Q9VTK9	M9PF61;M9PI17;Q8IQF8;Q9VTK9	496	40.137	3.1	1	127	1	149	1	133	6.77440016495278	6.61788288873053	6.61788288873053	#NUM!	#NUM!	5.03659477616373	1
A8DYR5;R9PY39	Shaw-like, isoform C;Shaw-like, isoform D	SHAWL	A8DYR5;R9PY39	A8DYR5;R9PY39	785	100.937	1.2	1	498	1	772	1	699	6.7742906356889	6.61777335946665	6.61777335946665	#NUM!	#NUM!	4.77831393220627	1
Q8MQN7;Q9VUW2	Inositol-1-monophosphatase (Fragment);Inositol-1-monophosphatase	CG17029;IMP	Q8MQN7;Q9VUW2	Q8MQN7;Q9VUW2	822	32.231	4.1	1	75	1	65	1	57	6.7740130378609	6.61749576163865	6.61749576163865	#NUM!	#NUM!	4.37287047326091	1
Q95R98	Protein phosphatase methylesterase 1	DMEL\CG5068	Q95R98	Q95R98	824	45.35	2.2	1	776	1	1221	1	1109	6.77332558518303	6.61680830896078	6.61680830896078	#NUM!	#NUM!	4.25124582914417	1
E1JJK6;E1JJK7;E1JJK8;E1JJK9;M9PEJ5;M9PJM8;P43125;P43125-2;X2JF93	Retinal degeneration B, isoform H;Retinal degeneration B, isoform F;Retinal degeneration B, isoform G;Retinal degeneration B, isoform E;Retinal degeneration B, isoform J;Retinal degeneration B, isoform I;Protein retinal degeneration B;Protein retinal degeneration B, Isoform B;Retinal degeneration B, isoform K	RDGB	E1JJK6;E1JJK7;E1JJK8;E1JJK9;M9PEJ5;M9PJM8;P43125;P43125-2;X2JF93	E1JJK6;E1JJK7;E1JJK8;E1JJK9;M9PEJ5;M9PJM8;RDGB;RDGB;X2JF93	313	139.337	2.2	2	1288;2240	2	2104;3840	2	1995;3629	6.76989403581217	6.61337675958992	6.61337675958992			4.704634533007	1
Q8IGH9;Q9VRL1	RH13862p (Fragment);GEO06356p1	UEV1A	Q8IGH9;Q9VRL1	Q8IGH9;Q9VRL1	542	15.891	7.3	1	1576	1	2612	1	2458	6.76807544765174	6.61155817142949	6.61155817142949	0.082647465572857	-1.33376410800048	-1.33376410800048	0
O62531	Adaptor protein complex 1, mu subunit	AP-1MU	O62531	O62531	495	48.94	2.8	1	1257	1	1989	1	1845	6.76519153736291	6.60867426114066	6.60867426114066	#NUM!	#NUM!	4.60178811552861	1
A0A0B4KFE4;A1Z7H2;A1Z7H3;Q86NS4;Q8T3L1;Q960I0	Acyl-CoA synthetase long-chain, isoform J;Acyl-CoA synthetase long-chain, isoform D;Acyl-CoA synthetase long-chain, isoform C;RH17880p;Acyl-CoA synthetase long-chain, isoform A;LP07340p	ACSL;L(2)44DEA	A0A0B4KFE4;A1Z7H2;A1Z7H3;Q86NS4;Q8T3L1;Q960I0	A0A0B4KFE4;A1Z7H2;A1Z7H3;Q86NS4;Q8T3L1;Q960I0	688	81.815	1.6	1	2578	1	4440	1	4201	6.76472892658336	6.60821165036111	6.60821165036111	#NUM!	#NUM!	5.74071065984686	1
A0A0B4K7L1;A0A0B4KFI7;C7LA80;C8VV04;H5V888;P52034;P52034-2;P52034-3	ATP-dependent 6-phosphofructokinase;ATP-dependent 6-phosphofructokinase;ATP-dependent 6-phosphofructokinase;ATP-dependent 6-phosphofructokinase;ATP-dependent 6-phosphofructokinase;ATP-dependent 6-phosphofructokinase;ATP-dependent 6-phosphofructokinase, Isoform A;ATP-dependent 6-phosphofructokinase, Isoform C	PFK;PFK-RB;PFK-RC	A0A0B4K7L1;A0A0B4KFI7;C7LA80;C8VV04;H5V888;P52034;P52034-2;P52034-3	A0A0B4K7L1;A0A0B4KFI7;C7LA80;C8VV04;H5V888;PFKA;PFKA;PFKA	386	105.239	2.6	2	263;1643	2	379;2720	1	2558	6.75945631065119	6.60293903442894	6.60293903442894	1.19862666427038	-0.217784909302956	-0.217784909302956	0
A0A0B4JCZ0;A0A0B4JDD8;A0A0B4JDG2;B7Z0M9;C6TPA8;C9QP47;Q7KSB3;Q86NP7;Q8IN55;Q8IN56;Q9I7I8	Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein;Oxysterol-binding protein	CG15684;CG5077;CG5077-RA;CG5077-RF	A0A0B4JCZ0;A0A0B4JDD8;A0A0B4JDG2;B7Z0M9;C6TPA8;C9QP47;Q7KSB3;Q86NP7;Q8IN55;Q8IN56;Q9I7I8	A0A0B4JCZ0;A0A0B4JDD8;A0A0B4JDG2;B7Z0M9;C6TPA8;C9QP47;Q7KSB3;Q86NP7;Q8IN55;Q8IN56;Q9I7I8	739	108.333	1.1	1	2982	1	5116	1	4830	6.75857885607499	6.60206157985274	6.60206157985274	#NUM!	#NUM!	4.59463750163257	1
Q9VB05	ALG-2 interacting protein X	ALIX	Q9VB05	Q9VB05	767	92.539	1.6	1	373	1	566	1	511	6.75848798364601	6.60197070742376	6.60197070742376	#NUM!	#NUM!	4.65613878792855	1
A0A0B4K7P4;A0A0B4K866;D2NUF6;Q7K0H4;Q95R75	Straightjacket, isoform D;Straightjacket, isoform C;MIP15332p (Fragment);SD07723p;SD03196p	STJ;STJ-RB	A0A0B4K7P4;A0A0B4K866;D2NUF6;Q7K0H4;Q95R75	A0A0B4K7P4;A0A0B4K866;D2NUF6;Q7K0H4;Q95R75	471	142.331	1.5	1	1139	1	1800	1	1657	6.75677299211247	6.60025571589022	6.60025571589022	#NUM!	#NUM!	4.87751889702407	1
H7BWR4;H7BWR6;H7BWS2;H7BWS3;H7BWS6;H7BWS7;H7BWU6;H7BWU8;Q2QBM1;Q9NIW0;Q9NIW1;Q9NIW2;Q9U1J1;Q9VG31;Q9VG32	Malic enzyme;Malic enzyme (Fragment);Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme;Malic enzyme	;MEN	H7BWR4;H7BWR6;H7BWS2;H7BWS3;H7BWS6;H7BWS7;H7BWU6;H7BWU8;Q2QBM1;Q9NIW0;Q9NIW1;Q9NIW2;Q9U1J1;Q9VG31;Q9VG32	H7BWR4;H7BWR6;H7BWS2;H7BWS3;H7BWS6;H7BWS7;H7BWU6;H7BWU8;Q2QBM1;Q9NIW0;Q9NIW1;Q9NIW2;Q9U1J1;Q9VG31;Q9VG32	334	63.862	3.3	2	164;246	2	220;349	1	319	6.75447829876668	6.59796102254443	6.59796102254443	-0.323686478439112	-1.74009805201245	-1.74009805201245	0
B5RIG9;Q8SYG2	COP9 signalosome complex subunit 3 (Fragment);COP9 signalosome complex subunit 3	;CSN3	B5RIG9;Q8SYG2	B5RIG9;CSN3	346	55.011	5.8	2	186;2500	2	255;4315	2	235;4081	6.75442478927726	6.59790751305501	6.59790751305501			5.19247554157095	1
O18404	3-hydroxyacyl-CoA dehydrogenase type-2	SCU	O18404	HCD2	736	26.905	4.7	1	2972	1	5094	1	4807	6.75300054529344	6.59648326907119	6.59648326907119	0.156698772385656	-1.25971280118768	-1.25971280118768	0
E1JIS1;Q0KI33	Uncharacterized protein, isoform D;Uncharacterized protein, isoform F	CG7956;DMEL\CG7956	E1JIS1;Q0KI33;Q59DV6;Q8MRH8;Q9VD98;Q59DV6;Q8MRH8;Q9VD98	E1JIS1;Q0KI33	404	119.692	2.1	2	442;1663	2	671;2751	2	606;2582	6.75037723817141	6.59385996194916	6.59385996194916	1.84238860549794	0.425977031924609	0.425977031924609	0
Q9W5Y0	Neprilysin-3	NEP3	Q9W5Y0	NEP3	323	89.759	3.1	2	1474;2196	2	2426;3760	2	2279;3552	6.74889318275529	6.59237590653304	6.59237590653304			5.37229893686231	1
A0A0B4KED6;A0A0C4DHB6;A1Z6H9;E3CTN6	Defective proboscis extension response 12, isoform D;Defective proboscis extension response 12, isoform E;Defective proboscis extension response 12, isoform C;RE01780p	DPR12;DPR12-RB	A0A0B4KED6;A0A0C4DHB6;A1Z6H9;E3CTN6	A0A0B4KED6;A0A0C4DHB6;A1Z6H9;E3CTN6	772	36.405	3.4	1	415	1	630	1	569	6.7488467242099	6.59232944798765	6.59232944798765	#NUM!	#NUM!	4.6875121959586	1
O76742	CG5915 protein	RAB7	O76742	O76742	720	23.331	5.3	1	2811	1	4837	1	4574	6.74831209342096	6.59179481719871	6.59179481719871	#NUM!	#NUM!	4.67766353191548	1
A0A0B4LGI1;P20354;P20354-2	G protein alpha s subunit, isoform E;G protein alpha s subunit;G protein alpha s subunit, Isoform A	CTA;GALPHAS	A0A0B4LGI1;P20354;P20354-2;M9PDM5;P25157;M9PDM5;P25157;M9PDM5;P25157	A0A0B4LGI1;GNAS;GNAS	248	44.7	8.1	3	1591;1708;2865	3	2636;2830;4923	3	2480;2657;4650	6.74752056211717	6.59100328589492	6.59100328589492			4.45332852657457	1
Q9VTU2	Complex I-SGDH	ND-SGDH	Q9VTU2	Q9VTU2	653	22.03	5.9	1	2339	1	4001	1	3777	6.74685206982568	6.59033479360343	6.59033479360343	#NUM!	#NUM!	3.82735411590181	1
A0A0B4K767;A0A0B4K7D4;A0A0B4KF91;A0A126GUN3;A1ZAJ2;A1ZAJ2-2;A1ZAJ2-3	Kinesin-like protein unc-104;Kinesin-like protein unc-104;Kinesin-like protein unc-104;Kinesin-like protein unc-104;Kinesin-like protein unc-104;Kinesin-like protein unc-104, Isoform D;Kinesin-like protein unc-104, Isoform E	UNC-104	A0A0B4K767;A0A0B4K7D4;A0A0B4KF91;A0A126GUN3;A1ZAJ2;A1ZAJ2-2;A1ZAJ2-3	A0A0B4K767;A0A0B4K7D4;A0A0B4KF91;A0A126GUN3;KIF1A;KIF1A;KIF1A	197	189.629	2.5	4	406;1289;1459;1540	4	618;2105;2401;2556	4	559;1996;2256;2405	6.74461369483398	6.58809641861173	6.58809641861173	2.36573394436608	0.949322370792749	0.949322370792749	0
G3KKP7;Q9VSA3	Medium-chain acyl-CoA dehydrogenase;Probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial	CG12262	G3KKP7;Q9VSA3	G3KKP7;ACADM	288	45.871	7.9	3	699;968;1376	3	1095;1532;2248	2	986;1400	6.74305485002121	6.58653757379896	6.58653757379896	1.75485491663286	0.338443343059522	0.338443343059522	0
O76464	Nitrilase and fragile histidine triad fusion protein NitFhit	NITFHIT	O76464	NFT1	477	52.232	1.7	1	1161	1	1825	1	1681	6.74281151040473	6.58629423418248	6.58629423418248	#NUM!	#NUM!	5.17125814743728	1
A4IJ60;C8VV84;E1JII4;Q0KI85	IP17472p (Fragment);RT02067p (Fragment);Sidestep VI, isoform C;Sidestep VI, isoform B	;CG34114-RB;SIDE-VI	A4IJ60;C8VV84;E1JII4;Q0KI85	A4IJ60;C8VV84;E1JII4;Q0KI85	518	85.464	2.2	1	138	1	181	1	174	6.73612548172227	6.57960820550002	6.57960820550002	#NUM!	#NUM!	4.15824408757183	1
Q8MQN6;Q9W4K8	RE39339p;FI22513p1	CG3626;DMEL\CG3626	Q8MQN6;Q9W4K8	Q8MQN6;Q9W4K8	311	106.429	2.9	2	1251;2052	2	1983;3498	2	1839;3326	6.73438373136895	6.5778664551467	6.5778664551467			5.27759489410855	1
A0A0B4KFZ9;P84040	Histone H4;Histone H4	HIS4;HIS4R	A0A0B4KFZ9;P84040	A0A0B4KFZ9;H4	315	11.381	9.7	1	1312	1	2141	1	2027	6.73068539620391	6.57416811998166	6.57416811998166	1.84511375558184	0.428702182008506	0.428702182008506	0
F6J1F4;F6J1F7;Q9W3M8	CG1515 (Fragment);CG1515 (Fragment);LD34211p	CG1515;YKT6	F6J1F4;F6J1F7;Q9W3M8	F6J1F4;F6J1F7;Q9W3M8	490	21.877	4.1	1	1242	1	1966	1	1825	6.72962638730969	6.57310911108744	6.57310911108744	#NUM!	#NUM!	5.46128836241123	1
B7Z145;E1JJM6;M9NF26;M9PJK5;Q9VYN8;Q9VYN8-2	Tenascin accessory, isoform E;Tenascin accessory, isoform G;Tenascin accessory, isoform L;Tenascin accessory, isoform K;Teneurin-a;Teneurin-a, Isoform 2	TEN-A	B7Z145;E1JJM6;M9NF26;M9PJK5;Q9VYN8;Q9VYN8-2;Q8MQJ6;Q8MQJ6;Q8MQJ6;Q8MQJ6;Q8MQJ6;Q8MQJ6	B7Z145;E1JJM6;M9NF26;M9PJK5;TENA;TENA	205	367.187	1.6	4	462;882;1134;2807	4	699;1398;1791;4833	4	631;1284;1650;4570	6.72959401049619	6.57307673427394	6.57307673427394	2.73391036839715	1.31749879482381	1.31749879482381	1
A1Z8U0;Q960V2	Pre-mRNA processing factor 8;LD33339p	PRP8	A1Z8U0;Q960V2	A1Z8U0;Q960V2	368	279.578	0.7	2	222;3141	2	309;5396	2	283;5140	6.72914858437245	6.5726313081502	6.5726313081502			4.78008545971208	1
F0JAJ6;P05031	LP11638p;Aromatic-L-amino-acid decarboxylase	DDC;DDC-RB;DDC-RC	F0JAJ6;P05031;F0JAJ7;P05031-2;P05031-3;F0JAJ7;P05031-2;P05031-3	F0JAJ6;DDC	363	57.288	4.7	2	2065;2922	2	3517;5019	2	3343;4733	6.72910806842594	6.57259079220369	6.57259079220369			4.18938855311326	1
A0A0B4KGN2;A0A0B4KHL7;P91928	MICOS complex subunit MIC60;MICOS complex subunit MIC60;MICOS complex subunit Mic60	MITOFILIN	A0A0B4KGN2;A0A0B4KHL7;P91928;P91928-2;P91928-2;P91928-2	A0A0B4KGN2;A0A0B4KHL7;MIC60	189	82.905	6.6	4	242;1448;2683;2980	4	344;2388;4618;5112	4	314;2244;4361;4827	6.72740297647351	6.57088570025126	6.57088570025126	2.56219318822503	1.14578161465169	1.14578161465169	1
A0AQH0;Q8SYQ2;Q95SA6	Proteasome subunit beta;Proteasome subunit beta;Proteasome subunit beta	PROSBETA1	A0AQH0;Q8SYQ2;Q95SA6	A0AQH0;Q8SYQ2;Q95SA6	753	24.264	7.6	1	306	1	463	1	418	6.72641747026394	6.56990019404169	6.56990019404169	#NUM!	#NUM!	3.8843156766556	1
M9ND25;M9NDF0;M9PEK9;Q59E18;Q86P57;Q9VR40	Smog, isoform D;Smog, isoform E;Smog, isoform F;Smog, isoform C;RE70685p;Smog, isoform B	SMOG	M9ND25;M9NDF0;M9PEK9;Q59E18;Q86P57;Q9VR40	M9ND25;M9NDF0;M9PEK9;Q59E18;Q86P57;Q9VR40	842	105.073	1.6	1	857	1	1357	1	1243	6.72631145626928	6.56979418004703	6.56979418004703	#NUM!	#NUM!	4.92309288341792	1
F3YDH0;P29844	Heat shock 70-kDa protein cognate 3, isoform E;Endoplasmic reticulum chaperone BiP	;HSC70-3	F3YDH0;P29844;Q95NM1;Q95NM1	F3YDH0;BIP	401	72.261	3.5	2	421;2737	2	639;4715	2	576;4462	6.72628698782576	6.56976971160351	6.56976971160351	#NUM!	#NUM!	3.39729564555554	1
Q7KT38;Q9U485;Q9VJ30;X2J946	Numb-associated kinase, isoform C;Numb-associated kinase;Numb-associated kinase, isoform A;Numb-associated kinase, isoform E	NAK	Q7KT38;Q9U485;Q9VJ30;X2J946	Q7KT38;Q9U485;Q9VJ30;X2J946	672	74.745	2.3	1	249	1	354	1	323	6.72304499164345	6.5665277154212	6.5665277154212	#NUM!	#NUM!	5.09671166388625	1
O17311;O17312;Q9VUJ1	Proteasome subunit beta;Proteasome subunit beta;Proteasome subunit beta	PROSBETA2	O17311;O17312;Q9VUJ1	O17311;O17312;Q9VUJ1	676	29.895	4.4	1	2515	1	4340	1	4104	6.71975377261236	6.56323649639011	6.56323649639011	#NUM!	#NUM!	4.03177961196414	1
E4NKM3;H5V866;Q8IPY3;Q8T0M9;Q9VQ61	Aspartate aminotransferase (Fragment);Aspartate aminotransferase (Fragment);Aspartate aminotransferase;Aspartate aminotransferase;Aspartate aminotransferase	GOT2;GOT2-RA	E4NKM3;H5V866;Q8IPY3;Q8T0M9;Q9VQ61	E4NKM3;H5V866;Q8IPY3;Q8T0M9;Q9VQ61	468	48.234	2.8	1	1121	1	1773	1	1634	6.71922352880201	6.56270625257976	6.56270625257976	0.93150950181537	-0.484902071757964	-0.484902071757964	0
O96643;Q6NP47;Q9V3F8	Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase (Fragment);Pyrroline-5-carboxylate reductase	P5CR	O96643;Q6NP47;Q9V3F8	O96643;Q6NP47;Q9V3F8	667	29.689	3.2	1	2412	1	4112	1	3872	6.71881712285947	6.56229984663722	6.56229984663722	#NUM!	#NUM!	4.42991293313876	1
Q3YMU0;Q95T75;Q9TWZ1	Protein disulfide-isomerase (Fragment);Protein disulfide-isomerase;Protein disulfide-isomerase	ERP60	Q3YMU0;Q95T75;Q9TWZ1	Q3YMU0;Q95T75;Q9TWZ1	540	55.371	2.2	1	1564	1	2590	1	2439	6.71778696483273	6.56126968861048	6.56126968861048	#NUM!	#NUM!	4.15359944161759	1
D0IQ93;Q8IPH0;Q9VLU2	GM15527p;Transglutaminase, isoform B;RE08173p	CG7356-RB;TG	D0IQ93;Q8IPH0;Q9VLU2	D0IQ93;Q8IPH0;Q9VLU2	457	86.954	2	1	1052	1	1662	1	1513	6.7167460199658	6.56022874374355	6.56022874374355	2.15212927296129	0.735717699387959	0.735717699387959	0
Q9VFD9	Defective proboscis extension response 9, isoform A	DPR9	Q9VFD9	Q9VFD9	600	64.934	1.5	1	1980	1	3377	1	3205	6.71409494250139	6.55757766627914	6.55757766627914	#NUM!	#NUM!	4.74931401559844	1
H9XVN2;Q59DP7;Q6NNV2;Q9V4C4	Synaptotagmin 7, isoform I;Synaptotagmin 7, isoform F;RE44043p;Synaptotagmin 7, isoform A	SYT7	H9XVN2;Q59DP7;Q6NNV2;Q9V4C4	H9XVN2;Q59DP7;Q6NNV2;Q9V4C4	777	38.585	3.2	1	441	1	670	1	605	6.71053199031478	6.55401471409253	6.55401471409253	#NUM!	#NUM!	4.67961330582056	1
B7Z061;Q7KNR7;Q8IQN8;Q9VV42	Photoreceptor dehydrogenase, isoform D;Photoreceptor dehydrogenase, isoform C;Photoreceptor dehydrogenase, isoform B;HL08057p	PDH	B7Z061;Q7KNR7;Q8IQN8;Q9VV42	B7Z061;Q7KNR7;Q8IQN8;Q9VV42	310	28.174	8.5	2	1215;1885	2	1906;3219	1	3063	6.70733167443476	6.55081439821251	6.55081439821251	0.289450010950853	-1.12696156262248	-1.12696156262248	0
B6IDT0;P41094;Q4V607	40S ribosomal protein S18 (Fragment);40S ribosomal protein S18;40S ribosomal protein S18 (Fragment)	CG12278;RPS18;RPS18-RB	B6IDT0;P41094;Q4V607	B6IDT0;RS18;Q4V607	743	19.701	7.1	1	2997	1	5138	1	4847	6.70678603543794	6.55026875921569	6.55026875921569	1.65020751682236	0.233795943249027	0.233795943249027	0
E1JGU6;Q6NNF2;Q6NNF2-2;Q6NNF2-4;Q6NNF2-5;Q8IGT9;Q8MLR1	3',5'-cyclic-AMP phosphodiesterase;High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8;High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8, Isoform B;High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8, Isoform E;High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8, Isoform O;RE31467p;3',5'-cyclic-AMP phosphodiesterase	PDE8	E1JGU6;Q6NNF2;Q6NNF2-2;Q6NNF2-4;Q6NNF2-5;Q8IGT9;Q8MLR1	E1JGU6;PDE8;PDE8;PDE8;PDE8;Q8IGT9;Q8MLR1	352	105.74	1.9	2	192;764	2	265;1206	2	243;1096	6.70675191022817	6.55023463400592	6.55023463400592			5.14897809547944	1
M9MSL3;Q9VUC1;Q9XZT5	Hsc70Cb, isoform G;Hsc70Cb, isoform A;Heatshock protein cognate 70Cb	HSC70CB	M9MSL3;Q9VUC1;Q9XZT5	M9MSL3;Q9VUC1;Q9XZT5	337	91.903	3.7	2	1678;2038	2	2769;3476	2	2600;3309	6.70617991399275	6.5496626377705	6.5496626377705	0.669566348132129	-0.746845225441205	-0.746845225441205	0
P15348	DNA topoisomerase 2	TOP2	P15348	TOP2	309	164.396	1.7	2	1180;2324	2	1853;3970	2	1704;3747	6.70513642982145	6.5486191535992	6.5486191535992	1.78630196437098	0.369890390797648	0.369890390797648	0
Q9W3C4	Beta-N-acetylhexosaminidase	HEXO2	Q9W3C4	Q9W3C4	591	70.663	1.8	1	1932	2	3298;3299	1	3138	6.70407326391518	6.54755598769293	6.54755598769293	1.15257037306038	-0.263841200512957	-0.263841200512957	0
